prn_count,trial,primary_pre_bin_count,primary_post_bin_count,legacy_pre_raw_alarm_rate,partial_f_pre_raw_alarm_rate,legacy_pre_persistent_alarm_rate,partial_f_pre_persistent_alarm_rate,pre_median_residual,pre_median_partial_f_p_value,pre_median_design_condition_number,legacy_ds7_persistent_detection,legacy_ds7_detection_delay_s,partial_f_ds7_persistent_detection,partial_f_ds7_detection_delay_s,partial_f_specificity_gate_passed
9,48,60,161,0.15,0.06666666666666667,0.0,0.0,0.6080819315532009,0.4390447140095405,5.6604268713628585,True,75.0,True,119.0,True
9,49,60,161,0.16666666666666666,0.15,0.016666666666666666,0.0,0.6519378103528494,0.5069343765414207,8.010569913071732,True,100.0,True,119.0,True
9,50,60,161,0.16666666666666666,0.11666666666666667,0.0,0.0,0.598234703363975,0.424227922143425,5.726192551386721,True,98.0,True,119.0,True
9,51,60,161,0.16666666666666666,0.1,0.0,0.0,0.615982703021031,0.45115339235580953,5.584746521643311,True,104.0,True,119.0,True
9,52,60,161,0.15,0.1,0.05,0.0,0.5861876846354814,0.4063779418012205,5.582739598017021,True,100.0,True,100.0,True
9,53,60,161,0.15,0.05,0.0,0.0,0.6325595783053699,0.47657233072092553,6.229613589208622,True,119.0,True,119.0,True
9,54,60,161,0.15,0.06666666666666667,0.0,0.0,0.6080819315532009,0.43904471400954026,5.658349150194946,True,75.0,True,119.0,True
9,55,60,161,0.15,0.06666666666666667,0.0,0.0,0.6080819315532009,0.43904471400954026,5.658349150194944,True,75.0,True,119.0,True
9,56,60,161,0.15,0.1,0.05,0.0,0.5861876846354812,0.40637794180122017,5.582739598017019,True,100.0,True,100.0,True
9,57,60,161,0.16666666666666666,0.1,0.0,0.0,0.615982703021031,0.4511533923558095,5.5847465216433125,True,104.0,True,119.0,True
9,58,60,161,0.15,0.06666666666666667,0.0,0.0,0.5769718733789144,0.3929617211525172,5.691912901270945,True,48.0,True,66.0,True
9,59,60,161,0.13333333333333333,0.08333333333333333,0.03333333333333333,0.0,0.5589092744130107,0.36718232441755216,6.245452599423334,True,23.0,True,23.0,True
9,60,60,161,0.13333333333333333,0.08333333333333333,0.03333333333333333,0.0,0.5583867270045659,0.3664310498522202,6.245452599423335,True,43.0,True,119.0,True
9,61,60,161,0.13333333333333333,0.08333333333333333,0.0,0.0,0.6416766330661939,0.49105120931511026,6.490570387795028,True,75.0,True,119.0,True
9,62,60,161,0.15,0.06666666666666667,0.0,0.0,0.6080819315532009,0.43904471400954037,5.658349150194944,True,75.0,True,119.0,True
9,63,60,161,0.16666666666666666,0.11666666666666667,0.0,0.0,0.5982347033639752,0.4242279221434252,5.726192551386721,True,98.0,True,119.0,True
10,0,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.667916504000059,0.45686160793462804,5.931061467365698,True,119.0,True,119.0,True
10,1,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895326,0.46034496238672784,5.933275096981987,True,119.0,True,119.0,True
10,2,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895327,0.46034496238672784,5.933275096981985,True,119.0,True,119.0,True
10,3,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6641700835434107,0.4505302770304685,5.931061467365698,True,119.0,True,119.0,True
10,4,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6679165040000591,0.45686160793462816,5.931061467365696,True,119.0,True,119.0,True
10,5,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.667916504000059,0.45686160793462804,5.931061467365695,True,119.0,True,119.0,True
10,6,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6651578307381099,0.45219271253924676,5.9310614673656925,True,119.0,True,119.0,True
10,7,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6651578307381099,0.452192712539247,5.931061467365697,True,119.0,True,119.0,True
10,8,60,161,0.13333333333333333,0.1,0.0,0.0,0.6466850109232729,0.4219600598705143,5.931061467365694,True,119.0,True,119.0,True
10,9,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895328,0.46034496238672806,5.933275096981989,True,119.0,True,119.0,True
10,10,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895328,0.46034496238672806,5.933275096981987,True,119.0,True,119.0,True
10,11,60,161,0.13333333333333333,0.1,0.0,0.0,0.6466850109232728,0.42196005987051427,5.931061467365694,True,119.0,True,119.0,True
10,12,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895328,0.46034496238672806,5.933275096981985,True,119.0,True,119.0,True
10,13,60,161,0.13333333333333333,0.1,0.0,0.0,0.6466850109232729,0.42196005987051444,5.931061467365696,True,119.0,True,119.0,True
10,14,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6641700835434106,0.4505302770304681,5.931061467365698,True,119.0,True,119.0,True
10,15,60,161,0.13333333333333333,0.1,0.0,0.0,0.6466850109232729,0.42196005987051466,5.931061467365698,True,119.0,True,119.0,True
10,16,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232729,0.421960059870514,5.931061467365694,True,119.0,True,119.0,True
10,17,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232729,0.4219600598705143,5.931061467365694,True,119.0,True,119.0,True
10,18,60,161,0.13333333333333333,0.1,0.0,0.0,0.6466850109232729,0.42196005987051444,5.931061467365698,True,119.0,True,119.0,True
10,19,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6612786970152389,0.4456925650092134,5.931061467365697,True,119.0,True,119.0,True
10,20,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.66515783073811,0.45219271253924714,5.931061467365696,True,119.0,True,119.0,True
10,21,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6612786970152389,0.44569256500921345,5.931061467365696,True,119.0,True,119.0,True
10,22,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895327,0.46034496238672795,5.933275096981984,True,119.0,True,119.0,True
10,23,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895326,0.4603449623867275,5.933275096981985,True,119.0,True,119.0,True
10,24,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232729,0.4219600598705143,5.931061467365695,True,119.0,True,119.0,True
10,25,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232727,0.4219600598705139,5.931061467365697,True,119.0,True,119.0,True
10,26,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6625159105227425,0.4477573347113721,5.931061467365694,True,119.0,True,119.0,True
10,27,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6651578307381101,0.4521927125392472,5.931061467365697,True,119.0,True,119.0,True
10,28,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6651578307381101,0.4521927125392472,5.931061467365697,True,119.0,True,119.0,True
10,29,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232729,0.4219600598705143,5.931061467365696,True,119.0,True,119.0,True
10,30,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895326,0.4603449623867274,5.931061467365694,True,119.0,True,119.0,True
10,31,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895326,0.4603449623867273,5.933275096981986,True,119.0,True,119.0,True
10,32,60,161,0.13333333333333333,0.1,0.0,0.0,0.6466850109232728,0.4219600598705143,5.931061467365695,True,119.0,True,119.0,True
10,33,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232729,0.4219600598705143,5.931061467365696,True,119.0,True,119.0,True
10,34,60,161,0.13333333333333333,0.1,0.0,0.0,0.6466850109232729,0.42196005987051444,5.931061467365696,True,119.0,True,119.0,True
10,35,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232729,0.4219600598705143,5.931061467365694,True,119.0,True,119.0,True
10,36,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6641700835434108,0.4505302770304682,5.931061467365697,True,119.0,True,119.0,True
10,37,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232728,0.4219600598705143,5.931061467365697,True,119.0,True,119.0,True
10,38,60,161,0.13333333333333333,0.1,0.0,0.0,0.6466850109232727,0.4219600598705139,5.931061467365695,True,119.0,True,119.0,True
10,39,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6641700835434106,0.4505302770304681,5.931061467365694,True,119.0,True,119.0,True
10,40,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6651578307381099,0.45219271253924676,5.931061467365696,True,119.0,True,119.0,True
10,41,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6641700835434107,0.4505302770304685,5.931061467365695,True,119.0,True,119.0,True
10,42,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6641700835434106,0.4505302770304685,5.931061467365696,True,119.0,True,119.0,True
10,43,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6625159105227425,0.44775733471137175,5.931061467365694,True,119.0,True,119.0,True
10,44,60,161,0.13333333333333333,0.1,0.0,0.0,0.6466850109232727,0.42196005987051427,5.9310614673656925,True,119.0,True,119.0,True
10,45,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6651578307381099,0.452192712539247,5.931061467365694,True,119.0,True,119.0,True
10,46,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232728,0.42196005987051427,5.931061467365695,True,119.0,True,119.0,True
10,47,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6612786970152391,0.44569256500921395,5.931061467365696,True,119.0,True,119.0,True
10,48,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6641700835434106,0.4505302770304681,5.931061467365696,True,119.0,True,119.0,True
10,49,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895326,0.4603449623867274,5.933275096981987,True,119.0,True,119.0,True
10,50,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6612786970152389,0.4456925650092134,5.931061467365696,True,119.0,True,119.0,True
10,51,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895326,0.4603449623867273,5.931061467365698,True,119.0,True,119.0,True
10,52,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232727,0.42196005987051427,5.931061467365698,True,119.0,True,119.0,True
10,53,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232729,0.4219600598705143,5.931061467365694,True,119.0,True,119.0,True
10,54,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6641700835434106,0.4505302770304685,5.931061467365696,True,119.0,True,119.0,True
10,55,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6641700835434108,0.45053027703046855,5.931061467365693,True,119.0,True,119.0,True
10,56,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6466850109232729,0.421960059870514,5.931061467365696,True,119.0,True,119.0,True
10,57,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6625159105227425,0.44775733471137175,5.931061467365693,True,119.0,True,119.0,True
10,58,60,161,0.13333333333333333,0.1,0.0,0.0,0.6466850109232729,0.4219600598705145,5.931061467365695,True,119.0,True,119.0,True
10,59,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6651578307381099,0.452192712539247,5.931061467365695,True,119.0,True,119.0,True
10,60,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.66515783073811,0.4521927125392471,5.931061467365698,True,119.0,True,119.0,True
10,61,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6679165040000591,0.45686160793462816,5.931061467365695,True,119.0,True,119.0,True
10,62,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6699604194895326,0.4603449623867274,5.931061467365694,True,119.0,True,119.0,True
10,63,60,161,0.11666666666666667,0.08333333333333333,0.0,0.0,0.6612786970152391,0.44569256500921384,5.931061467365696,True,119.0,True,119.0,True
