prompt_semantics,prompt_offset,state_shift,channel,prn,prompt_mat_row,state_mat_row,support_start_sample,mat_prompt_magnitude,reconstructed_center_magnitude,relative_error
current,0,1,5,6,174941,174941,4374592602,4567027.958261933,4491458.2090963265,0.01654681115514045
next,1,-1,5,6,174942,174939,4374542602,4491474.895684302,4595988.519064338,0.023269332637361417
next,1,0,5,6,174942,174940,4374567602,4491474.895684302,4567049.079947241,0.016826139746557445
next,1,1,5,6,174942,174941,4374592602,4491474.895684302,4491458.2090963265,3.7151689284975475e-06
current,0,-1,10,23,175331,175329,4386266351,6946774.056608794,7421537.5100172255,0.06834301066072057
current,0,0,10,23,175331,175330,4386291351,6946774.056608794,6946741.759324053,4.649249346178053e-06
current,0,1,10,23,175331,175331,4386316351,6946774.056608794,6453866.544865975,0.07095487887271834
next,1,-1,10,23,175332,175329,4386266351,6453862.0509720575,7421537.5100172255,0.14993742528156773
next,1,0,10,23,175332,175330,4386291351,6453862.0509720575,6946741.759324053,0.07636973093928456
next,1,1,10,23,175332,175331,4386316351,6453862.0509720575,6453866.544865975,6.963108107882476e-07
current,0,-1,9,19,175892,175890,4399307643,6123115.61250648,5405050.80006615,0.11727115048647474
current,0,0,9,19,175892,175891,4399332643,6123115.61250648,6123107.865600374,1.2651902392413206e-06
current,0,1,9,19,175892,175892,4399357643,6123115.61250648,4757469.333185844,0.22303127455756344
next,1,-1,9,19,175893,175890,4399307643,4757475.192810038,5405050.80006615,0.13611749531238582
next,1,0,9,19,175893,175891,4399332643,4757475.192810038,6123107.865600374,0.28704987781212465
next,1,1,9,19,175893,175892,4399357643,4757475.192810038,4757469.333185844,1.231666788892305e-06
current,0,-1,6,7,176055,176053,4402376266,3928380.2255564244,4156779.077607181,0.05814071931349396
current,0,0,6,7,176055,176054,4402401266,3928380.2255564244,3930161.139516397,0.00045334561771448456
current,0,1,6,7,176055,176055,4402426266,3928380.2255564244,4709389.086853012,0.1988119317513275
next,1,-1,6,7,176056,176053,4402376266,4710529.429567744,4156779.077607181,0.11755586293224307
next,1,0,6,7,176056,176054,4402401266,4710529.429567744,3930161.139516397,0.16566466715036676
next,1,1,6,7,176056,176055,4402426266,4710529.429567744,4709389.086853012,0.0002420837682435284
current,0,-1,8,13,176225,176223,4407663284,6870622.453168044,7077519.781498931,0.03011333103239977
current,0,0,8,13,176225,176224,4407688284,6870622.453168044,6870634.864463141,1.806429502204665e-06
current,0,1,8,13,176225,176225,4407713284,6870622.453168044,5645296.080359155,0.1783428475601786
next,1,-1,8,13,176226,176223,4407663284,5645268.7749572825,7077519.781498931,0.2537082048059769
next,1,0,8,13,176226,176224,4407688284,5645268.7749572825,6870634.864463141,0.2170607172756147
next,1,1,8,13,176226,176225,4407713284,5645268.7749572825,5645296.080359155,4.836864808677177e-06
