pair_id,condition,bin_index,prn_count,absolute_centered_correlation,truth_direction_r2,signed_affine_slope,estimated_to_truth_spread_ratio,median_template_distance,partial_f_p_value,raw_spoof_alarm
ccfs-s4-a-sydney,carrier-coupled,19,10,0.9214488446156744,0.8490679732435613,1.0758665666283065,1.1675814375534195,0.04540019063663152,0.00025471602237123935,True
ccfs-s4-a-sydney,carrier-coupled,20,10,0.9465778533187571,0.8960096323935465,1.053326266007138,1.1127729877834291,0.04384006061266418,0.00207929076864773,True
ccfs-s4-a-sydney,carrier-coupled,21,10,0.9713535303211047,0.9435276808672733,1.1695583353192727,1.2040501205906424,0.04848802727154083,0.00011899156315214723,True
ccfs-s4-a-sydney,carrier-coupled,22,10,0.951568622059912,0.9054828424889997,1.2004323935274184,1.2615300312538442,0.08125846425865024,0.0017244758883177447,True
ccfs-s4-a-sydney,carrier-coupled,23,10,0.958094054915311,0.9179442180640629,1.3154993922367477,1.3730378405834374,0.10180672093114089,0.0006651580005287829,True
ccfs-s4-a-sydney,carrier-coupled,24,11,0.9663863721821667,0.9339026203394093,1.2566613155996817,1.3003715198943195,0.10190973015875746,9.985584923288662e-05,True
ccfs-s4-a-sydney,carrier-coupled,25,11,0.9723955441672923,0.9455530943164046,1.2925910572802717,1.329285253345312,0.10629108984705471,1.8692704129032877e-06,True
ccfs-s4-a-sydney,carrier-coupled,26,11,0.9693241440924245,0.9395892963205114,1.2839840172734827,1.324617802103416,0.09189653193359318,8.909784004029634e-06,True
ccfs-s4-a-sydney,carrier-coupled,27,11,0.8864819933251509,0.7858503244897328,1.2085959158094086,1.363362059138984,0.10997731597704721,0.0032291432864478354,True
ccfs-s4-a-sydney,carrier-coupled,28,11,0.9883175311768921,0.9767715424315871,1.2305441260099368,1.2450898493570182,0.08911081669004,2.1115839865244963e-06,True
ccfs-s4-a-sydney,carrier-coupled,29,11,0.9344676849345335,0.8732298541869065,1.0947340758996296,1.1715055464719726,0.08197532441902423,4.6409974849550126e-05,True
ccfs-s4-a-sydney,doppler-locked,12,11,0.6585407637853463,0.4336759375669873,0.6580638937255152,0.9992758685778388,0.04065371071284298,0.10391243700893085,False
ccfs-s4-a-sydney,doppler-locked,13,11,0.6593421789542685,0.4347321089481626,0.6622822658768919,1.0044591215554972,0.039721207865797165,0.05773872752617424,True
ccfs-s4-a-sydney,doppler-locked,14,11,0.31902259772614705,0.10177541785993904,0.33580468632983385,1.0526047017462155,0.038611789260189155,0.4961384706126912,False
ccfs-s4-a-sydney,doppler-locked,15,11,0.5216451042652315,0.27211361480388424,0.5260858979807783,1.0085130554839619,0.03761683490220666,0.13790379645392736,False
ccfs-s4-a-sydney,doppler-locked,16,11,0.7517301690467709,0.5650982470550868,0.7507229373662576,0.9986601153951417,0.038883019496357585,0.09663254276715308,False
ccfs-s4-a-sydney,doppler-locked,17,11,0.7393687329835891,0.5466661233137579,0.7292295082818305,0.9862866466359168,0.0388072845160937,0.1117247314758881,False
ccfs-s4-a-sydney,doppler-locked,18,11,0.7208332717871306,0.5196006057153394,0.6864213574711405,0.952260924040487,0.03939787064093574,0.11042430098738108,False
ccfs-s4-a-sydney,doppler-locked,19,11,0.6042793413422786,0.36515352237305804,0.4521614863532599,0.7482656702260895,0.04037696906341724,0.31408198488294997,False
