pair_id,condition,bin_index,prn_count,median_quadrature_fraction,median_cn0_db_hz
ccfs-s1-a-tokyo,doppler-locked,23,11,0.04400548817001267,49.182594299316406
ccfs-s1-a-tokyo,doppler-locked,24,11,0.05625690326717044,49.053768157958984
ccfs-s1-a-tokyo,doppler-locked,25,11,0.04234263638548519,47.96648025512695
ccfs-s1-a-tokyo,doppler-locked,26,11,0.03396553908756617,48.73472213745117
ccfs-s1-a-tokyo,doppler-locked,27,11,0.04352260827500278,47.721336364746094
ccfs-s1-a-tokyo,doppler-locked,28,11,0.04916567965119481,47.70800018310547
ccfs-s1-a-tokyo,doppler-locked,29,11,0.042945525532508896,48.193490982055664
ccfs-s2-a-london,carrier-coupled,12,11,0.08636243456147723,48.02064895629883
ccfs-s2-a-london,carrier-coupled,13,11,0.09138664655871959,48.90653610229492
ccfs-s2-a-london,carrier-coupled,14,11,0.07429511163134103,48.90256309509277
ccfs-s2-a-london,carrier-coupled,15,11,0.1017615908087123,49.68216133117676
ccfs-s2-a-london,carrier-coupled,16,12,0.05852326719422972,47.021297454833984
ccfs-s2-a-london,carrier-coupled,17,11,0.055767005238072785,48.23315238952637
ccfs-s2-a-london,carrier-coupled,18,11,0.06616865117951143,50.18431282043457
ccfs-s2-a-london,carrier-coupled,19,11,0.07632243171714857,48.232290267944336
ccfs-s2-a-london,carrier-coupled,20,11,0.08548369365415688,49.07467079162598
ccfs-s2-a-london,carrier-coupled,21,11,0.09333283549651429,48.775583267211914
ccfs-s2-a-london,carrier-coupled,22,11,0.12329894069864276,47.44828987121582
ccfs-s2-a-london,carrier-coupled,23,11,0.12722899679279934,47.211164474487305
ccfs-s2-a-london,carrier-coupled,24,11,0.1164791142356876,46.41362762451172
ccfs-s2-a-london,carrier-coupled,25,11,0.09606396145647475,46.37180137634277
ccfs-s2-a-london,carrier-coupled,26,11,0.07486010818803186,46.25857162475586
ccfs-s2-a-london,carrier-coupled,27,11,0.10359744726792378,45.514719009399414
ccfs-s2-a-london,carrier-coupled,28,11,0.08041806328985128,46.527183532714844
ccfs-s2-a-london,carrier-coupled,29,11,0.11500407741998664,46.45228958129883
ccfs-s2-a-london,doppler-locked,12,11,0.04230825559958913,50.26197624206543
ccfs-s2-a-london,doppler-locked,13,11,0.03382338111560793,50.28415298461914
ccfs-s2-a-london,doppler-locked,14,11,0.03873937834891056,51.1204948425293
ccfs-s2-a-london,doppler-locked,15,11,0.04070197229475328,51.094736099243164
ccfs-s2-a-london,doppler-locked,16,11,0.034780381010517704,50.165435791015625
ccfs-s2-a-london,doppler-locked,17,11,0.04695509300380774,50.46506690979004
ccfs-s2-a-london,doppler-locked,18,11,0.04215296483039923,50.196319580078125
ccfs-s2-a-london,doppler-locked,19,11,0.04390283661806718,49.789527893066406
ccfs-s2-a-london,doppler-locked,20,11,0.060705083999952586,50.074928283691406
ccfs-s2-a-london,doppler-locked,21,11,0.04489455813285974,48.8372802734375
ccfs-s2-a-london,doppler-locked,22,11,0.05577828629096181,49.3868293762207
ccfs-s2-a-london,doppler-locked,23,11,0.03714770405298943,49.22433090209961
ccfs-s2-a-london,doppler-locked,24,11,0.04700435741509189,50.10646057128906
ccfs-s2-a-london,doppler-locked,25,11,0.04031563202090285,49.72174644470215
ccfs-s2-a-london,doppler-locked,26,11,0.05401098689523229,49.9073600769043
ccfs-s2-a-london,doppler-locked,27,11,0.04795664734201426,48.90997505187988
