window_mid_s,score_mean,score_prior_consensus_gate,score_soft_quorum_gate,prn_count,prior_high_fraction,soft_high_fraction
32.5,1.2549905856563477,1.505988702787617,2.0079849370501566,10,0.2,0.3
33.0,1.1473434107525429,1.2620777518277972,2.0652181393545774,10,0.1,0.4
33.5,1.1641404897034047,1.2805545386737451,2.0954528814661284,10,0.1,0.4
34.0,1.130013002392505,1.2430143026317557,2.26002600478501,10,0.1,0.5
34.5,1.15878409010661,1.3905409081279319,2.31756818021322,10,0.2,0.5
35.0,1.1913956341103618,1.429674760932434,2.3827912682207235,10,0.2,0.5
35.5,0.9464964525843312,0.9464964525843312,1.51439432413493,10,0.0,0.3
36.0,0.9221461000513184,0.9221461000513184,1.2910045400718457,10,0.0,0.2
36.5,1.2677945663834764,1.5213534796601718,2.2820302194902577,10,0.2,0.4
37.0,1.3050122878660164,1.6965159742258213,2.3490221181588296,10,0.3,0.4
37.5,1.1087791507867246,1.4414128960227421,1.9958024714161045,10,0.3,0.4
38.0,1.1166041043126098,1.2282645147438709,2.2332082086252196,10,0.1,0.5
38.5,1.2564758968600178,1.6334186659180232,2.2616566143480323,10,0.3,0.4
39.0,1.0203279474270135,1.0203279474270135,1.8365903053686243,10,0.0,0.4
39.5,1.0990671669337786,1.2089738836271566,2.198134333867557,10,0.1,0.5
40.0,1.1740184838623895,1.5262240290211064,2.113233270952301,10,0.3,0.4
40.5,1.2230485480514888,1.4676582576617865,2.20148738649268,10,0.2,0.4
41.0,1.27639194018487,1.6593095222403311,2.2975054923327662,10,0.3,0.4
41.5,1.4096406547579996,1.8325328511853995,2.819281309515999,10,0.3,0.5
42.0,1.2610519739822865,1.3871571713805153,2.7743143427610306,10,0.1,0.6
42.5,1.12430294807749,1.12430294807749,2.023745306539482,10,0.0,0.4
43.0,1.0884608773678202,1.0884608773678202,1.9592295792620764,10,0.0,0.4
43.5,1.0458194415000872,1.0458194415000872,1.8824749947001571,10,0.0,0.4
44.0,1.10685178004058,1.10685178004058,1.770962848064928,10,0.0,0.3
44.5,1.0024412357456638,1.0024412357456638,1.6039059771930622,10,0.0,0.3
45.0,1.0166610008949266,1.1183271009844193,1.6266576014318828,10,0.1,0.3
45.5,1.1240412961898218,1.2364454258088042,1.798466073903715,10,0.1,0.3
46.0,1.2648318584758003,1.5177982301709603,2.2766973452564407,10,0.2,0.4
46.5,1.1519552633534638,1.2671507896888103,1.8431284213655421,10,0.1,0.3
47.0,1.1075514601795768,1.2183066061975347,1.9935926283232384,10,0.1,0.4
47.5,1.0879224237335088,1.1967146661068597,1.958260362720316,10,0.1,0.4
48.0,1.2271042053428958,1.5952354669457645,2.2087875696172126,10,0.3,0.4
48.5,1.2959677798611264,1.4255645578472391,2.591935559722253,10,0.1,0.5
49.0,1.0149828754894223,1.0149828754894223,1.8269691758809603,10,0.0,0.4
49.5,1.0031943348883454,1.0031943348883454,1.6051109358213527,10,0.0,0.3
50.0,1.1618702721272538,1.3942443265527045,1.8589924354036063,10,0.2,0.3
50.5,1.2373542235358308,1.60856049059658,2.2272376023644953,10,0.3,0.4
51.0,1.1233746958905058,1.2357121654795564,1.7973995134248093,10,0.1,0.3
51.5,1.298159504199689,1.6876073554595956,2.596319008399378,10,0.3,0.5
52.0,1.0681696328780073,1.1749865961658081,2.1363392657560145,10,0.1,0.5
52.5,1.0357825777987846,1.0357825777987846,2.071565155597569,10,0.0,0.5
53.0,1.1204591577795608,1.344550989335473,1.7927346524472973,10,0.2,0.3
53.5,1.1395691161497161,1.2535260277646878,2.2791382322994322,10,0.1,0.5
54.0,1.276444487056656,1.5317333844679872,2.297600076701981,10,0.2,0.4
54.5,1.38941564420326,1.806240337464238,2.77883128840652,10,0.3,0.5
55.0,1.2696448471015085,1.5235738165218102,2.0314317553624135,10,0.2,0.3
55.5,1.2516430407766934,1.4792145027360923,2.3895003505736874,11,0.18181818181818182,0.45454545454545453
56.0,1.2741273751240938,1.3899571364990113,2.664084511623105,11,0.09090909090909091,0.5454545454545454
56.5,1.3153206395965567,1.5544698467959306,2.7502158827928,11,0.18181818181818182,0.5454545454545454
57.0,1.2361577364986167,1.3485357125439454,2.584693449042562,11,0.09090909090909091,0.5454545454545454
57.5,1.1676687181325607,1.1676687181325607,2.6537925412103647,11,0.0,0.6363636363636364
58.0,1.3190468776103013,1.4389602301203286,3.4774872227907947,11,0.09090909090909091,0.8181818181818182
58.5,1.347284938842716,1.592245836814119,3.306972122613939,11,0.18181818181818182,0.7272727272727273
59.0,1.327800858453329,1.6899283653042367,3.0177292237575655,11,0.2727272727272727,0.6363636363636364
59.5,1.2766211420511981,1.5087340769695978,2.9014116864799955,11,0.18181818181818182,0.6363636363636364
60.0,1.2921659841013773,1.5271052539379915,2.9367408729576754,11,0.18181818181818182,0.6363636363636364
60.5,1.3361686028361686,1.7005782217914873,2.7938070786574434,11,0.2727272727272727,0.5454545454545454
61.0,1.201346144988202,1.4197727168042387,2.075052432252349,11,0.18181818181818182,0.36363636363636365
61.5,1.1752526498189046,1.2820937998024413,2.6710287495884195,11,0.09090909090909091,0.6363636363636364
62.0,1.188717674794617,1.296782917957764,2.0532396200997933,11,0.09090909090909091,0.36363636363636365
