scenario,threshold,comparison,held_out_clean_fpr,stable_pre_fpr,roc_auc,pr_auc,post_detection,persistent_detection,first_sustained_3_delay_s,q99,q995,count,alarms,exact_binomial_ci_low,exact_binomial_ci_high,held_out_clean_exact_binomial_ci_low,held_out_clean_exact_binomial_ci_high,held_out_clean_count,stable_pre_exact_binomial_ci_low,stable_pre_exact_binomial_ci_high,stable_pre_count,post_exact_binomial_ci_low,post_exact_binomial_ci_high,post_count,persistent_exact_binomial_ci_low,persistent_exact_binomial_ci_high,persistent_count,model,operating_point,calibration_q99,calibration_q995,calibration_count,delta_roc_auc_vs_primary,delta_post_detection_vs_primary,matched_target_fpr,common_timestamp_count
DS7,0.64445963452102,strict_greater,,1.0,0.19532710280373833,0.625343870064223,1.0,1.0,0.0,1.4892191738426401,1.4896083176854578,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,primary 3-seed mean complex IG K7,q995,0.6407554168390331,0.64445963452102,126,0.0,0.0,,
DS8,0.6407554168390331,strict_greater,,1.0,0.45711805555555557,0.8920959942953661,1.0,1.0,0.0,1.4873372548431754,1.4878701958185745,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,primary 3-seed mean complex IG K7,q99,0.6407554168390331,0.64445963452102,126,0.0,0.0,,
DS8,0.64445963452102,strict_greater,,1.0,0.45711805555555557,0.8920959942953661,1.0,1.0,0.0,1.4873372548431754,1.4878701958185745,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,primary 3-seed mean complex IG K7,q995,0.6407554168390331,0.64445963452102,126,0.0,0.0,,
cleanStatic,1.9453127765750735,strict_greater,0.0,,,,,,,1.6659851240314785,1.7807607565755852,122,0,0.0,0.029784160061428706,0.0,0.029784160061428706,122,,,0,,,0,,,0,B0 Exact,q99,1.9453127765750735,1.9880378324299022,125,,,,
cleanStatic,1.9880378324299022,strict_greater,0.0,,,,,,,1.6659851240314785,1.7807607565755852,122,0,0.0,0.029784160061428706,0.0,0.029784160061428706,122,,,0,,,0,,,0,B0 Exact,q995,1.9453127765750735,1.9880378324299022,125,,,,
DS1,1.9453127765750735,strict_greater,,0.0,0.9735911602209945,0.9966472749771169,0.93646408839779,1.0,20.5,1.8733789196800803,1.8733789196800803,724,678,0.9161584313089557,0.9531118580393793,,,0,0.0,0.03621669264517641,100,0.9161584313089557,0.9531118580393793,724,0.9942883004485648,1.0,644,B0 Exact,q99,1.9453127765750735,1.9880378324299022,125,-0.003213819032117593,-0.02757463912641467,,
DS1,1.9880378324299022,strict_greater,,0.0,0.9735911602209945,0.9966472749771169,0.93646408839779,1.0,20.5,1.8733789196800803,1.8733789196800803,724,678,0.9161584313089557,0.9531118580393793,,,0,0.0,0.03621669264517641,100,0.9161584313089557,0.9531118580393793,724,0.9942883004485648,1.0,644,B0 Exact,q995,1.9453127765750735,1.9880378324299022,125,-0.003213819032117593,-0.024808387397507348,,
DS2,1.9453127765750735,strict_greater,,0.0,0.9898461538461538,0.9986493380127921,0.9706293706293706,1.0,11.0,1.4908837612023014,1.4908837612023014,715,694,0.9554530107346839,0.9817291243271077,,,0,0.0,0.03621669264517641,100,0.9554530107346839,0.9817291243271077,715,0.9942075821348556,1.0,635,B0 Exact,q99,1.9453127765750735,1.9880378324299022,125,0.28263326869209215,0.40060135942488884,,
DS2,1.9880378324299022,strict_greater,,0.0,0.9898461538461538,0.9986493380127921,0.9706293706293706,1.0,11.0,1.4908837612023014,1.4908837612023014,715,694,0.9554530107346839,0.9817291243271077,,,0,0.0,0.03621669264517641,100,0.9554530107346839,0.9817291243271077,715,0.9942075821348556,1.0,635,B0 Exact,q995,1.9453127765750735,1.9880378324299022,125,0.28263326869209215,0.4580243286125639,,
DS3,1.9453127765750735,strict_greater,,0.0,0.9592178770949721,0.9947710859203681,0.9399441340782123,1.0,22.0,0.49393946919261206,0.49393946919261206,716,673,0.9199544995784741,0.9562000002289046,,,0,0.0,0.03621669264517641,100,0.9199544995784741,0.9562000002289046,716,0.9942166633230707,1.0,636,B0 Exact,q99,1.9453127765750735,1.9880378324299022,125,0.561159217877095,0.5879888268156425,,
DS3,1.9880378324299022,strict_greater,,0.0,0.9592178770949721,0.9947710859203681,0.9399441340782123,1.0,22.0,0.49393946919261206,0.49393946919261206,716,673,0.9199544995784741,0.9562000002289046,,,0,0.0,0.03621669264517641,100,0.9199544995784741,0.9562000002289046,716,0.9942166633230707,1.0,636,B0 Exact,q995,1.9453127765750735,1.9880378324299022,125,0.561159217877095,0.5893854748603352,,
DS7,1.9453127765750735,strict_greater,,0.041666666666666664,0.8899068322981366,0.9577437013860238,0.5869565217391305,0.7768595041322314,68.5,2.126826759269247,2.1516153516814285,322,189,0.531028494222717,0.6412697395415093,,,0,0.013665384116789567,0.09455879997593716,120,0.531028494222717,0.6412697395415093,322,0.7191020464309972,0.8276985951625588,242,B0 Exact,q99,1.9453127765750735,1.9880378324299022,125,0.6945797294943983,-0.4130434782608695,,
DS7,1.9880378324299022,strict_greater,,0.041666666666666664,0.8899068322981366,0.9577437013860238,0.5807453416149069,0.7727272727272727,69.0,2.126826759269247,2.1516153516814285,322,187,0.5247605361030231,0.6352307949303538,,,0,0.013665384116789567,0.09455879997593716,120,0.5247605361030231,0.6352307949303538,322,0.7146839028831158,0.8239576111980002,242,B0 Exact,q995,1.9453127765750735,1.9880378324299022,125,0.6945797294943983,-0.4192546583850931,,
DS8,1.9453127765750735,strict_greater,,0.0,0.9815162037037037,0.997135247898435,0.8958333333333334,0.95,18.0,1.279661726029255,1.328688521923718,720,645,0.8711800914473342,0.9171819024181989,,,0,0.0,0.03027297257742007,120,0.8711800914473342,0.9171819024181989,720,0.9301451852866378,0.9655521407051213,640,B0 Exact,q99,1.9453127765750735,1.9880378324299022,125,0.5243981481481481,-0.10416666666666663,,
DS8,1.9880378324299022,strict_greater,,0.0,0.9815162037037037,0.997135247898435,0.8875,0.946875,18.0,1.279661726029255,1.328688521923718,720,639,0.86212009980319,0.909648894485526,,,0,0.0,0.03027297257742007,120,0.86212009980319,0.909648894485526,720,0.926551317789593,0.9629324273096322,640,B0 Exact,q995,1.9453127765750735,1.9880378324299022,125,0.5243981481481481,-0.11250000000000004,,
cleanStatic,0.6419843749454966,strict_greater,0.0,,,,,,,0.6340357356827228,0.6419843749454966,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,primary 3-seed mean complex IG K7,matched_clean_diagnostic,0.6407554168390331,,,,,0.0,232
cleanStatic,1.7807607565755852,strict_greater,0.0,,,,,,,1.6659851240314785,1.7807607565755852,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,B0 Exact,matched_clean_diagnostic,1.9453127765750735,,,,,0.0,232
DS1,0.6419843749454966,strict_greater,,0.23,0.976804979253112,0.9969785109086597,0.9626556016597511,1.0,0.0,0.7138856823991198,0.7138856823991198,723,696,0.9461289272919153,0.9752482063820556,,,0,0.1517316113010475,0.3248587327751031,100,0.9461289272919153,0.9752482063820556,723,0.9942794430126666,1.0,643,primary 3-seed mean complex IG K7,matched_clean_diagnostic,0.6407554168390331,,,0.0,0.0,0.0,909
DS1,1.7807607565755852,strict_greater,,0.02,0.973554633471646,0.996638361682345,0.9474412171507607,1.0,0.5,1.8733789196800803,1.8733789196800803,723,685,0.9285696869536096,0.9625413656700434,,,0,0.0024313368239425423,0.07038393247107011,100,0.9285696869536096,0.9625413656700434,723,0.9942794430126666,1.0,643,B0 Exact,matched_clean_diagnostic,1.9453127765750735,,,-0.003250345781466102,-0.015214384508990375,0.0,909
DS2,0.6419843749454966,strict_greater,,0.26,0.7072128851540617,0.9472677311496718,0.542016806722689,0.4921135646687697,0.0,0.679501080390256,0.679501080390256,714,387,0.5046615721035381,0.5790235360138063,,,0,0.17739443786765247,0.3573120631001036,100,0.5046615721035381,0.5790235360138063,714,0.4525243645687532,0.5317765161813172,634,primary 3-seed mean complex IG K7,matched_clean_diagnostic,0.6407554168390331,,,0.0,0.0,0.0,900
DS2,1.7807607565755852,strict_greater,,0.0,0.9898319327731092,0.998645642949791,0.9705882352941176,1.0,11.0,1.4908837612023014,1.4908837612023014,714,693,0.9553911105643298,0.9817034072395503,,,0,0.0,0.03621669264517641,100,0.9553911105643298,0.9817034072395503,714,0.9941984723826998,1.0,634,B0 Exact,matched_clean_diagnostic,1.9453127765750735,,,0.28261904761904755,0.4285714285714286,0.0,900
DS3,0.6419843749454966,strict_greater,,0.27,0.3980586592178771,0.8918680504154475,0.3505586592178771,0.2908805031446541,0.0,0.6698024077717024,0.6698024077717024,716,251,0.31558817310415294,0.3867664981699156,,,0,0.18606642229074058,0.3680162729089749,100,0.31558817310415294,0.3867664981699156,716,0.2558376961956522,0.32787771408128236,636,primary 3-seed mean complex IG K7,matched_clean_diagnostic,0.6407554168390331,,,0.0,0.0,0.0,902
DS3,1.7807607565755852,strict_greater,,0.0,0.9592178770949721,0.9947710859203681,0.9413407821229051,1.0,21.5,0.49393946919261206,0.49393946919261206,716,674,0.9215337444278302,0.9574002149066765,,,0,0.0,0.03621669264517641,100,0.9215337444278302,0.9574002149066765,716,0.9942166633230707,1.0,636,B0 Exact,matched_clean_diagnostic,1.9453127765750735,,,0.561159217877095,0.590782122905028,0.0,902
DS7,0.6419843749454966,strict_greater,,1.0,0.19532710280373833,0.625343870064223,1.0,1.0,0.0,1.4892191738426401,1.4896083176854578,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,primary 3-seed mean complex IG K7,matched_clean_diagnostic,0.6407554168390331,,,0.0,0.0,0.0,527
DS7,1.7807607565755852,strict_greater,,0.058333333333333334,0.8895638629283489,0.957471112089121,0.6105919003115264,0.8091286307053942,67.0,2.126826759269247,2.1516153516814285,321,196,0.554870394244352,0.6642524820275735,,,0,0.02377202379051909,0.11649837964561462,120,0.554870394244352,0.6642524820275735,321,0.7537401580925044,0.856738109277464,241,B0 Exact,matched_clean_diagnostic,1.9453127765750735,,,0.6942367601246106,-0.38940809968847356,0.0,527
DS8,0.6419843749454966,strict_greater,,1.0,0.45711805555555557,0.8920959942953661,1.0,1.0,0.0,1.4873372548431754,1.4878701958185745,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,primary 3-seed mean complex IG K7,matched_clean_diagnostic,0.6407554168390331,,,0.0,0.0,0.0,926
DS8,1.7807607565755852,strict_greater,,0.0,0.9815162037037037,0.997135247898435,0.9083333333333333,0.9578125,17.5,1.279661726029255,1.328688521923718,720,654,0.8848538209998023,0.9283962198676151,,,0,0.0,0.03027297257742007,120,0.8848538209998023,0.9283962198676151,720,0.9392106220709464,0.9720171373072125,640,B0 Exact,matched_clean_diagnostic,1.9453127765750735,,,0.5243981481481481,-0.09166666666666667,0.0,926
