scenario,threshold,comparison,held_out_clean_fpr,stable_pre_fpr,roc_auc,pr_auc,post_detection,persistent_detection,first_sustained_3_delay_s,q99,q995,count,alarms,exact_binomial_ci_low,exact_binomial_ci_high,held_out_clean_exact_binomial_ci_low,held_out_clean_exact_binomial_ci_high,held_out_clean_count,stable_pre_exact_binomial_ci_low,stable_pre_exact_binomial_ci_high,stable_pre_count,post_exact_binomial_ci_low,post_exact_binomial_ci_high,post_count,persistent_exact_binomial_ci_low,persistent_exact_binomial_ci_high,persistent_count,model,operating_point,calibration_q99,calibration_q995,calibration_count,delta_roc_auc_vs_primary,delta_post_detection_vs_primary,matched_target_fpr,common_timestamp_count
DS3,0.660775051744327,strict_greater,,0.3,0.39494413407821227,0.8925955419688816,0.3743016759776536,0.3238993710691824,0.0,0.6955383517552077,0.6955383517552077,716,268,0.3387366163607883,0.4109071314000795,,,0,0.21240642048953662,0.3998146761798041,100,0.3387366163607883,0.4109071314000795,716,0.2876339921156201,0.3618092096958429,636,ensemble::complex all9 temporal-shuffled::policyNone,q995,0.6596700750384935,0.660775051744327,125,-0.0031145251396648144,0.023743016759776525,,
DS7,0.6596700750384935,strict_greater,,1.0,0.09241952232606439,0.5577419737968169,1.0,1.0,0.0,1.4998316580129523,1.499951780428793,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex all9 temporal-shuffled::policyNone,q99,0.6596700750384935,0.660775051744327,125,-0.10290758047767394,0.0,,
DS7,0.660775051744327,strict_greater,,1.0,0.09241952232606439,0.5577419737968169,1.0,1.0,0.0,1.4998316580129523,1.499951780428793,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex all9 temporal-shuffled::policyNone,q995,0.6596700750384935,0.660775051744327,125,-0.10290758047767394,0.0,,
DS8,0.6596700750384935,strict_greater,,1.0,0.3709953703703704,0.8658781924654463,1.0,1.0,0.0,1.500740078328982,1.5021463467664968,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex all9 temporal-shuffled::policyNone,q99,0.6596700750384935,0.660775051744327,125,-0.08612268518518518,0.0,,
DS8,0.660775051744327,strict_greater,,1.0,0.3709953703703704,0.8658781924654463,1.0,1.0,0.0,1.500740078328982,1.5021463467664968,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex all9 temporal-shuffled::policyNone,q995,0.6596700750384935,0.660775051744327,125,-0.08612268518518518,0.0,,
cleanStatic,0.6605318606090397,strict_greater,0.0,,,,,,,0.6514611025061975,0.6566510027345084,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex all9::policyNone,q99,0.6605318606090397,0.6607305186315905,125,,,,
cleanStatic,0.6607305186315905,strict_greater,0.0,,,,,,,0.6514611025061975,0.6566510027345084,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex all9::policyNone,q995,0.6605318606090397,0.6607305186315905,125,,,,
DS1,0.6605318606090397,strict_greater,,0.3,0.972807745504841,0.9964790262210341,0.9640387275242047,1.0,0.0,0.724183789781034,0.724183789781034,723,697,0.947750501606865,0.9763769462936621,,,0,0.21240642048953662,0.3998146761798041,100,0.947750501606865,0.9763769462936621,723,0.9942794430126666,1.0,643,ensemble::complex all9::policyNone,q99,0.6605318606090397,0.6607305186315905,125,-0.003997233748271101,0.0,,
DS1,0.6607305186315905,strict_greater,,0.29,0.972807745504841,0.9964790262210341,0.9640387275242047,1.0,0.0,0.724183789781034,0.724183789781034,723,697,0.947750501606865,0.9763769462936621,,,0,0.2035741892507318,0.3892659589074483,100,0.947750501606865,0.9763769462936621,723,0.9942794430126666,1.0,643,ensemble::complex all9::policyNone,q995,0.6605318606090397,0.6607305186315905,125,-0.003997233748271101,0.0027662517289073207,,
DS2,0.6605318606090397,strict_greater,,0.33,0.6131512605042017,0.9268353821806162,0.4887955182072829,0.4400630914826498,0.0,0.7050801798575895,0.7050801798575895,714,349,0.4515409102281011,0.5261430535456701,,,0,0.2391985346226018,0.43117275077756323,100,0.4515409102281011,0.5261430535456701,714,0.4009920372284161,0.47969475858443555,634,ensemble::complex all9::policyNone,q99,0.6605318606090397,0.6607305186315905,125,-0.09406162464986001,-0.08123249299719887,,
DS2,0.6607305186315905,strict_greater,,0.33,0.6131512605042017,0.9268353821806162,0.48739495798319327,0.4400630914826498,0.0,0.7050801798575895,0.7050801798575895,714,348,0.45014859613893904,0.5247458632749171,,,0,0.2391985346226018,0.43117275077756323,100,0.45014859613893904,0.5247458632749171,714,0.4009920372284161,0.47969475858443555,634,ensemble::complex all9::policyNone,q995,0.6605318606090397,0.6607305186315905,125,-0.09406162464986001,-0.02521008403361341,,
DS3,0.6605318606090397,strict_greater,,0.31,0.39553072625698327,0.8927522510581747,0.3743016759776536,0.3238993710691824,0.0,0.6955664797398947,0.6955664797398947,716,268,0.3387366163607883,0.4109071314000795,,,0,0.22128879213067107,0.41031455416019924,100,0.3387366163607883,0.4109071314000795,716,0.2876339921156201,0.3618092096958429,636,ensemble::complex all9::policyNone,q99,0.6605318606090397,0.6607305186315905,125,-0.0025279329608938195,0.022346368715083775,,
DS3,0.6607305186315905,strict_greater,,0.3,0.39553072625698327,0.8927522510581747,0.3743016759776536,0.3238993710691824,0.0,0.6955664797398947,0.6955664797398947,716,268,0.3387366163607883,0.4109071314000795,,,0,0.21240642048953662,0.3998146761798041,100,0.3387366163607883,0.4109071314000795,716,0.2876339921156201,0.3618092096958429,636,ensemble::complex all9::policyNone,q995,0.6605318606090397,0.6607305186315905,125,-0.0025279329608938195,0.023743016759776525,,
DS7,0.6605318606090397,strict_greater,,1.0,0.09405503634475597,0.5582866930559929,1.0,1.0,0.0,1.4998828891776348,1.499923164886101,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex all9::policyNone,q99,0.6605318606090397,0.6607305186315905,125,-0.10127206645898236,0.0,,
DS7,0.6607305186315905,strict_greater,,1.0,0.09405503634475597,0.5582866930559929,1.0,1.0,0.0,1.4998828891776348,1.499923164886101,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex all9::policyNone,q995,0.6605318606090397,0.6607305186315905,125,-0.10127206645898236,0.0,,
DS8,0.6605318606090397,strict_greater,,1.0,0.3698726851851852,0.8655382663655268,1.0,1.0,0.0,1.5007842401269338,1.5021420583748863,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex all9::policyNone,q99,0.6605318606090397,0.6607305186315905,125,-0.08724537037037039,0.0,,
DS8,0.6607305186315905,strict_greater,,1.0,0.3698726851851852,0.8655382663655268,1.0,1.0,0.0,1.5007842401269338,1.5021420583748863,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex all9::policyNone,q995,0.6605318606090397,0.6607305186315905,125,-0.08724537037037039,0.0,,
cleanStatic,0.5361025781754308,strict_greater,0.0,,,,,,,0.5108034574993475,0.5109419378763372,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex fixed K5::policyNone,q99,0.5361025781754308,0.5464396404326459,125,,,,
cleanStatic,0.5464396404326459,strict_greater,0.0,,,,,,,0.5108034574993475,0.5109419378763372,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex fixed K5::policyNone,q995,0.5361025781754308,0.5464396404326459,125,,,,
DS1,0.5361025781754308,strict_greater,,0.28,0.9718257261410789,0.9963392655039736,0.9598893499308437,1.0,0.0,0.572874613373393,0.572874613373393,723,694,0.9429002227253689,0.9729755657753764,,,0,0.19479362749118143,0.37866700471726733,100,0.9429002227253689,0.9729755657753764,723,0.9942794430126666,1.0,643,ensemble::complex fixed K5::policyNone,q99,0.5361025781754308,0.5464396404326459,125,-0.004979253112033177,-0.004149377593360981,,
DS1,0.5464396404326459,strict_greater,,0.14,0.9718257261410789,0.9963392655039736,0.9446749654218534,1.0,0.0,0.572874613373393,0.572874613373393,723,683,0.9254219204506092,0.9601844518426617,,,0,0.07870540492696577,0.22372798137056774,100,0.9254219204506092,0.9601844518426617,723,0.9942794430126666,1.0,643,ensemble::complex fixed K5::policyNone,q995,0.5361025781754308,0.5464396404326459,125,-0.004979253112033177,-0.016597510373444035,,
DS2,0.5361025781754308,strict_greater,,0.21,0.9437254901960784,0.9915506798782499,0.927170868347339,0.9227129337539433,0.0,0.5659191596373586,0.5659191596373586,714,662,0.9055883513196347,0.945132596597519,,,0,0.1349436957053291,0.30291537935054064,100,0.9055883513196347,0.945132596597519,714,0.8991076326121787,0.942278337451785,634,ensemble::complex fixed K5::policyNone,q99,0.5361025781754308,0.5464396404326459,125,0.23651260504201677,0.3571428571428572,,
DS2,0.5464396404326459,strict_greater,,0.1,0.9437254901960784,0.9915506798782499,0.803921568627451,0.7886435331230284,0.0,0.5659191596373586,0.5659191596373586,714,574,0.7728678342884028,0.8324389466075521,,,0,0.04900468922148595,0.17622259774002266,100,0.7728678342884028,0.8324389466075521,714,0.7547656916550219,0.8198066540865423,634,ensemble::complex fixed K5::policyNone,q995,0.5361025781754308,0.5464396404326459,125,0.23651260504201677,0.29131652661064433,,
DS3,0.5361025781754308,strict_greater,,0.36,0.8319413407821229,0.9687939667734238,0.861731843575419,0.8584905660377359,0.0,0.6252079963179115,0.6252079963179115,716,617,0.834258492148668,0.8861814272427464,,,0,0.2664084227332345,0.46212189332742326,100,0.834258492148668,0.8861814272427464,716,0.8289528654067764,0.8846496740444189,636,ensemble::complex fixed K5::policyNone,q99,0.5361025781754308,0.5464396404326459,125,0.4338826815642458,0.5097765363128491,,
DS3,0.5464396404326459,strict_greater,,0.23,0.8319413407821229,0.9687939667734238,0.6941340782122905,0.6839622641509434,0.5,0.6252079963179115,0.6252079963179115,716,497,0.658935339550758,0.7277239767852375,,,0,0.1517316113010475,0.3248587327751031,100,0.658935339550758,0.7277239767852375,716,0.6462504233241402,0.7199559278165797,636,ensemble::complex fixed K5::policyNone,q995,0.5361025781754308,0.5464396404326459,125,0.4338826815642458,0.34357541899441335,,
DS7,0.5361025781754308,strict_greater,,1.0,0.21246105919003117,0.652957226537352,1.0,1.0,0.0,1.4869551633504827,1.4882744745528609,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex fixed K5::policyNone,q99,0.5361025781754308,0.5464396404326459,125,0.017133956386292837,0.0,,
DS7,0.5464396404326459,strict_greater,,1.0,0.21246105919003117,0.652957226537352,1.0,1.0,0.0,1.4869551633504827,1.4882744745528609,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex fixed K5::policyNone,q995,0.5361025781754308,0.5464396404326459,125,0.017133956386292837,0.0,,
DS8,0.5361025781754308,strict_greater,,1.0,0.45402777777777775,0.8918604479378636,1.0,1.0,0.0,1.4869457260763965,1.4869521963742593,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex fixed K5::policyNone,q99,0.5361025781754308,0.5464396404326459,125,-0.0030902777777778168,0.0,,
DS8,0.5464396404326459,strict_greater,,1.0,0.45402777777777775,0.8918604479378636,1.0,1.0,0.0,1.4869457260763965,1.4869521963742593,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex fixed K5::policyNone,q995,0.5361025781754308,0.5464396404326459,125,-0.0030902777777778168,0.0,,
cleanStatic,0.5997025439261071,strict_greater,0.0,,,,,,,0.5562308505719175,0.5603171420790853,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex fixed K7::policyNone,q99,0.5997025439261071,0.6044874099901879,125,,,,
cleanStatic,0.6044874099901879,strict_greater,0.0,,,,,,,0.5562308505719175,0.5603171420790853,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex fixed K7::policyNone,q995,0.5997025439261071,0.6044874099901879,125,,,,
DS1,0.5997025439261071,strict_greater,,0.11,0.9695988934993084,0.9960727016666028,0.946058091286307,1.0,0.0,0.6395273884727559,0.6395273884727559,723,684,0.9269943375089208,0.961364425425458,,,0,0.05620702028548746,0.18830113219644257,100,0.9269943375089208,0.961364425425458,723,0.9942794430126666,1.0,643,ensemble::complex fixed K7::policyNone,q99,0.5997025439261071,0.6044874099901879,125,-0.007206085753803659,-0.017980636237897696,,
DS1,0.6044874099901879,strict_greater,,0.09,0.9695988934993084,0.9960727016666028,0.9446749654218534,1.0,0.0,0.6395273884727559,0.6395273884727559,723,683,0.9254219204506092,0.9601844518426617,,,0,0.041983595628392247,0.1639822550296352,100,0.9254219204506092,0.9601844518426617,723,0.9942794430126666,1.0,643,ensemble::complex fixed K7::policyNone,q995,0.5997025439261071,0.6044874099901879,125,-0.007206085753803659,-0.016597510373444035,,
DS2,0.5997025439261071,strict_greater,,0.09,0.8046498599439776,0.9685357720606894,0.542016806722689,0.4952681388012618,0.0,0.6142830933506412,0.6142830933506412,714,387,0.5046615721035381,0.5790235360138063,,,0,0.041983595628392247,0.1639822550296352,100,0.5046615721035381,0.5790235360138063,714,0.45566110188756803,0.5349194264725499,634,ensemble::complex fixed K7::policyNone,q99,0.5997025439261071,0.6044874099901879,125,0.09743697478991598,-0.02801120448179273,,
DS2,0.6044874099901879,strict_greater,,0.07,0.8046498599439776,0.9685357720606894,0.48739495798319327,0.4353312302839117,0.0,0.6142830933506412,0.6142830933506412,714,348,0.45014859613893904,0.5247458632749171,,,0,0.028605288907438704,0.13891972845585732,100,0.45014859613893904,0.5247458632749171,714,0.3963283883896434,0.47493896256455687,634,ensemble::complex fixed K7::policyNone,q995,0.5997025439261071,0.6044874099901879,125,0.09743697478991598,-0.02521008403361341,,
DS3,0.5997025439261071,strict_greater,,0.18,0.5343715083798882,0.9161649906132096,0.3659217877094972,0.32075471698113206,1.0,0.6345676028703613,0.6345676028703613,716,262,0.33055601190555894,0.40239744811133277,,,0,0.11031122915326058,0.26947708596681186,100,0.33055601190555894,0.40239744811133277,716,0.284596608814377,0.358586766461609,636,ensemble::complex fixed K7::policyNone,q99,0.5997025439261071,0.6044874099901879,125,0.13631284916201114,0.013966480446927332,,
DS3,0.6044874099901879,strict_greater,,0.15,0.5343715083798882,0.9161649906132096,0.35335195530726254,0.3160377358490566,1.0,0.6345676028703613,0.6345676028703613,716,253,0.31830668010981505,0.38961139985055804,,,0,0.08645438564164859,0.23530750014895488,100,0.31830668010981505,0.38961139985055804,716,0.2800440721834203,0.3537495766758599,636,ensemble::complex fixed K7::policyNone,q995,0.5997025439261071,0.6044874099901879,125,0.13631284916201114,0.002793296089385444,,
DS7,0.5997025439261071,strict_greater,,1.0,0.19561266874350985,0.6155255292440954,1.0,1.0,0.0,1.4914554320756792,1.49197188527575,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex fixed K7::policyNone,q99,0.5997025439261071,0.6044874099901879,125,0.000285565939771526,0.0,,
DS7,0.6044874099901879,strict_greater,,1.0,0.19561266874350985,0.6155255292440954,1.0,1.0,0.0,1.4914554320756792,1.49197188527575,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex fixed K7::policyNone,q995,0.5997025439261071,0.6044874099901879,125,0.000285565939771526,0.0,,
DS8,0.5997025439261071,strict_greater,,1.0,0.46600694444444446,0.8937533289374964,1.0,1.0,0.0,1.4912900406191139,1.4922314578337676,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex fixed K7::policyNone,q99,0.5997025439261071,0.6044874099901879,125,0.00888888888888889,0.0,,
DS8,0.6044874099901879,strict_greater,,1.0,0.46600694444444446,0.8937533289374964,1.0,1.0,0.0,1.4912900406191139,1.4922314578337676,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex fixed K7::policyNone,q995,0.5997025439261071,0.6044874099901879,125,0.00888888888888889,0.0,,
cleanStatic,0.6165065159801487,strict_greater,0.0,,,,,,,0.5977189056306592,0.5982290570810994,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex random K5 policy11::policy11,q99,0.6165065159801487,0.6198182124324455,125,,,,
cleanStatic,0.6198182124324455,strict_greater,0.0,,,,,,,0.5977189056306592,0.5982290570810994,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex random K5 policy11::policy11,q995,0.6165065159801487,0.6198182124324455,125,,,,
DS1,0.6165065159801487,strict_greater,,0.2,0.9692807745504841,0.9960216576554436,0.946058091286307,1.0,0.0,0.6596911122174723,0.6596911122174723,723,684,0.9269943375089208,0.961364425425458,,,0,0.12665555210195584,0.2918426890886281,100,0.9269943375089208,0.961364425425458,723,0.9942794430126666,1.0,643,ensemble::complex random K5 policy11::policy11,q99,0.6165065159801487,0.6198182124324455,125,-0.007524204702627935,-0.017980636237897696,,
DS1,0.6198182124324455,strict_greater,,0.14,0.9692807745504841,0.9960216576554436,0.9432918395573997,1.0,0.0,0.6596911122174723,0.6596911122174723,723,682,0.9238523347938276,0.9590015519187416,,,0,0.07870540492696577,0.22372798137056774,100,0.9238523347938276,0.9590015519187416,723,0.9942794430126666,1.0,643,ensemble::complex random K5 policy11::policy11,q995,0.6165065159801487,0.6198182124324455,125,-0.007524204702627935,-0.017980636237897696,,
DS2,0.6165065159801487,strict_greater,,0.08,0.7603781512605042,0.9578334862073073,0.4565826330532213,0.4148264984227129,0.0,0.6471848107850935,0.6471848107850935,714,326,0.4195904912388668,0.49393489914177424,,,0,0.0351715625181628,0.15155763586442095,100,0.4195904912388668,0.49393489914177424,714,0.3761606039465779,0.45428920708781956,634,ensemble::complex random K5 policy11::policy11,q99,0.6165065159801487,0.6198182124324455,125,0.053165266106442566,-0.11344537815126049,,
DS2,0.6198182124324455,strict_greater,,0.07,0.7603781512605042,0.9578334862073073,0.43137254901960786,0.39274447949526814,0.0,0.6471848107850935,0.6471848107850935,714,308,0.3946928344910665,0.468621571367246,,,0,0.028605288907438704,0.13891972845585732,100,0.3946928344910665,0.468621571367246,714,0.35451779488527235,0.4319747900277057,634,ensemble::complex random K5 policy11::policy11,q995,0.6165065159801487,0.6198182124324455,125,0.053165266106442566,-0.08123249299719881,,
DS3,0.6165065159801487,strict_greater,,0.16,0.4862569832402235,0.9083584188642648,0.34916201117318435,0.30660377358490565,0.0,0.6509961719251558,0.6509961719251558,716,250,0.31422941118374137,0.3853435570594991,,,0,0.09431028997394623,0.24678759741086234,100,0.31422941118374137,0.3853435570594991,716,0.2709519255779646,0.3440623214105233,636,ensemble::complex random K5 policy11::policy11,q99,0.6165065159801487,0.6198182124324455,125,0.0881983240223464,-0.0027932960893854997,,
DS3,0.6198182124324455,strict_greater,,0.14,0.4862569832402235,0.9083584188642648,0.3407821229050279,0.3018867924528302,0.0,0.6509961719251558,0.6509961719251558,716,244,0.30608378005636305,0.37679898915675153,,,0,0.07870540492696577,0.22372798137056774,100,0.30608378005636305,0.37679898915675153,716,0.2664124241806627,0.3392121489493155,636,ensemble::complex random K5 policy11::policy11,q995,0.6165065159801487,0.6198182124324455,125,0.0881983240223464,-0.009776536312849193,,
DS7,0.6165065159801487,strict_greater,,1.0,0.11453790238836968,0.5406044311516245,1.0,1.0,0.0,1.4922839811669502,1.4927753863497741,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex random K5 policy11::policy11,q99,0.6165065159801487,0.6198182124324455,125,-0.08078920041536865,0.0,,
DS7,0.6198182124324455,strict_greater,,1.0,0.11453790238836968,0.5406044311516245,1.0,1.0,0.0,1.4922839811669502,1.4927753863497741,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex random K5 policy11::policy11,q995,0.6165065159801487,0.6198182124324455,125,-0.08078920041536865,0.0,,
DS8,0.6165065159801487,strict_greater,,1.0,0.38635416666666667,0.8686687753200115,1.0,1.0,0.0,1.4917664170983291,1.4931839961406812,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex random K5 policy11::policy11,q99,0.6165065159801487,0.6198182124324455,125,-0.0707638888888889,0.0,,
DS8,0.6198182124324455,strict_greater,,1.0,0.38635416666666667,0.8686687753200115,1.0,1.0,0.0,1.4917664170983291,1.4931839961406812,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex random K5 policy11::policy11,q995,0.6165065159801487,0.6198182124324455,125,-0.0707638888888889,0.0,,
cleanStatic,0.6054184773273681,strict_greater,0.0,,,,,,,0.5939354126583436,0.5970106340460123,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex random K5 policy23::policy23,q99,0.6054184773273681,0.6086745578373337,125,,,,
cleanStatic,0.6086745578373337,strict_greater,0.0,,,,,,,0.5939354126583436,0.5970106340460123,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex random K5 policy23::policy23,q995,0.6054184773273681,0.6086745578373337,125,,,,
DS1,0.6054184773273681,strict_greater,,0.26,0.9678008298755186,0.9958416366662758,0.9557399723374828,1.0,1.0,0.6648258171784935,0.6648258171784935,723,691,0.9380899197732541,0.969532335619718,,,0,0.17739443786765247,0.3573120631001036,100,0.9380899197732541,0.969532335619718,723,0.9942794430126666,1.0,643,ensemble::complex random K5 policy23::policy23,q99,0.6054184773273681,0.6086745578373337,125,-0.009004149377593418,-0.008298755186721962,,
DS1,0.6086745578373337,strict_greater,,0.23,0.9678008298755186,0.9958416366662758,0.9557399723374828,1.0,1.0,0.6648258171784935,0.6648258171784935,723,691,0.9380899197732541,0.969532335619718,,,0,0.1517316113010475,0.3248587327751031,100,0.9380899197732541,0.969532335619718,723,0.9942794430126666,1.0,643,ensemble::complex random K5 policy23::policy23,q995,0.6054184773273681,0.6086745578373337,125,-0.009004149377593418,-0.0055325034578146415,,
DS2,0.6054184773273681,strict_greater,,0.19,0.7859243697478991,0.961903166894103,0.6288515406162465,0.5946372239747634,0.0,0.652096065193139,0.652096065193139,714,449,0.5922408569638937,0.664392665232974,,,0,0.1184431961325436,0.28069795797361247,100,0.5922408569638937,0.664392665232974,714,0.555264331490664,0.6331246866294007,634,ensemble::complex random K5 policy23::policy23,q99,0.6054184773273681,0.6086745578373337,125,0.07871148459383748,0.05882352941176472,,
DS2,0.6086745578373337,strict_greater,,0.17,0.7859243697478991,0.961903166894103,0.5882352941176471,0.5504731861198738,0.0,0.652096065193139,0.652096065193139,714,420,0.5511325585663549,0.6246059496949744,,,0,0.10226491003552825,0.25817541063215865,100,0.5511325585663549,0.6246059496949744,714,0.5108042762639082,0.5896700265874772,634,ensemble::complex random K5 policy23::policy23,q995,0.6054184773273681,0.6086745578373337,125,0.07871148459383748,0.0756302521008404,,
DS3,0.6054184773273681,strict_greater,,0.31,0.48832402234636874,0.9074429921748093,0.3687150837988827,0.32075471698113206,0.0,0.649480827625277,0.649480827625277,716,264,0.33328161295659736,0.4052352734124859,,,0,0.22128879213067107,0.41031455416019924,100,0.33328161295659736,0.4052352734124859,716,0.284596608814377,0.358586766461609,636,ensemble::complex random K5 policy23::policy23,q99,0.6054184773273681,0.6086745578373337,125,0.09026536312849165,0.01675977653631283,,
DS3,0.6086745578373337,strict_greater,,0.23,0.48832402234636874,0.9074429921748093,0.36312849162011174,0.31446540880503143,0.0,0.649480827625277,0.649480827625277,716,260,0.32783168604433627,0.39955835063012285,,,0,0.1517316113010475,0.3248587327751031,100,0.32783168604433627,0.39955835063012285,716,0.2785275110038996,0.35213623272937444,636,ensemble::complex random K5 policy23::policy23,q995,0.6054184773273681,0.6086745578373337,125,0.09026536312849165,0.012569832402234637,,
DS7,0.6054184773273681,strict_greater,,1.0,0.13795430944963655,0.5494391711262339,1.0,1.0,0.0,1.493285150264267,1.4933916121632154,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex random K5 policy23::policy23,q99,0.6054184773273681,0.6086745578373337,125,-0.05737279335410178,0.0,,
DS7,0.6086745578373337,strict_greater,,1.0,0.13795430944963655,0.5494391711262339,1.0,1.0,0.0,1.493285150264267,1.4933916121632154,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex random K5 policy23::policy23,q995,0.6054184773273681,0.6086745578373337,125,-0.05737279335410178,0.0,,
DS8,0.6054184773273681,strict_greater,,1.0,0.39998842592592593,0.872839642394388,1.0,1.0,0.0,1.4917673526296804,1.4940578349465314,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex random K5 policy23::policy23,q99,0.6054184773273681,0.6086745578373337,125,-0.05712962962962964,0.0,,
DS8,0.6086745578373337,strict_greater,,1.0,0.39998842592592593,0.872839642394388,1.0,1.0,0.0,1.4917673526296804,1.4940578349465314,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex random K5 policy23::policy23,q995,0.6054184773273681,0.6086745578373337,125,-0.05712962962962964,0.0,,
cleanStatic,0.6157407077354784,strict_greater,0.0,,,,,,,0.5984325602055578,0.6027300394382024,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex random K5 policy37::policy37,q99,0.6157407077354784,0.6202181678608653,125,,,,
cleanStatic,0.6202181678608653,strict_greater,0.0,,,,,,,0.5984325602055578,0.6027300394382024,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex random K5 policy37::policy37,q995,0.6157407077354784,0.6202181678608653,125,,,,
DS1,0.6157407077354784,strict_greater,,0.12,0.9749377593360996,0.9967315806705341,0.950207468879668,1.0,0.0,0.6926427301991822,0.6926427301991822,723,687,0.9317296200146784,0.9648856822641811,,,0,0.06356890256115931,0.20023568361996882,100,0.9317296200146784,0.9648856822641811,723,0.9942794430126666,1.0,643,ensemble::complex random K5 policy37::policy37,q99,0.6157407077354784,0.6202181678608653,125,-0.0018672199170124415,-0.013831258644536715,,
