scenario,model,model_seed,policy_seed,ordered_path,count,fraction
DS8,complex random K7 policy11,303,11,3-5-8-7-0-2,21,0.0021339294787115133
DS8,complex random K7 policy11,303,11,3-5-8-7-0-6,36,0.003658164820648308
DS8,complex random K7 policy11,303,11,3-5-8-7-1-0,32,0.003251702062798496
DS8,complex random K7 policy11,303,11,3-5-8-7-1-2,36,0.003658164820648308
DS8,complex random K7 policy11,303,11,3-5-8-7-1-6,31,0.003150086373336043
DS8,complex random K7 policy11,303,11,3-5-8-7-2-0,25,0.002540392236561325
DS8,complex random K7 policy11,303,11,3-5-8-7-2-1,38,0.0038613961995732143
DS8,complex random K7 policy11,303,11,3-5-8-7-2-6,36,0.003658164820648308
DS8,complex random K7 policy11,303,11,3-5-8-7-6-0,26,0.002642007926023778
DS8,complex random K7 policy11,303,11,3-5-8-7-6-1,20,0.00203231378924906
DS8,complex random K7 policy11,303,11,3-5-8-7-6-2,29,0.0029468549944111373
DS8,complex random K5 policy23,303,23,3-5-0-1,387,0.039325271821969314
DS8,complex random K5 policy23,303,23,3-5-0-2,309,0.03139924804389798
DS8,complex random K5 policy23,303,23,3-5-0-6,329,0.033431561833147036
DS8,complex random K5 policy23,303,23,3-5-0-7,348,0.03536225993293365
DS8,complex random K5 policy23,303,23,3-5-0-8,330,0.03353317752260949
DS8,complex random K5 policy23,303,23,3-5-1-0,337,0.034244487348846664
DS8,complex random K5 policy23,303,23,3-5-1-2,326,0.03312671476475968
DS8,complex random K5 policy23,303,23,3-5-1-6,326,0.03312671476475968
DS8,complex random K5 policy23,303,23,3-5-1-7,328,0.033329946143684584
DS8,complex random K5 policy23,303,23,3-5-1-8,328,0.033329946143684584
DS8,complex random K5 policy23,303,23,3-5-2-0,352,0.035768722690783454
DS8,complex random K5 policy23,303,23,3-5-2-1,362,0.036784879585407985
DS8,complex random K5 policy23,303,23,3-5-2-6,285,0.028960471496799107
DS8,complex random K5 policy23,303,23,3-5-2-7,319,0.032415404938522505
DS8,complex random K5 policy23,303,23,3-5-2-8,331,0.033634793212071946
DS8,complex random K5 policy23,303,23,3-5-6-0,308,0.03129763235443552
DS8,complex random K5 policy23,303,23,3-5-6-1,331,0.033634793212071946
DS8,complex random K5 policy23,303,23,3-5-6-2,309,0.03139924804389798
DS8,complex random K5 policy23,303,23,3-5-6-7,323,0.03282186769637232
DS8,complex random K5 policy23,303,23,3-5-6-8,318,0.03231378924906005
DS8,complex random K5 policy23,303,23,3-5-7-0,347,0.035260644243471195
DS8,complex random K5 policy23,303,23,3-5-7-1,312,0.031704095112285335
DS8,complex random K5 policy23,303,23,3-5-7-2,324,0.03292348338583477
DS8,complex random K5 policy23,303,23,3-5-7-6,315,0.0320089421806727
DS8,complex random K5 policy23,303,23,3-5-7-8,313,0.03180571080174779
DS8,complex random K5 policy23,303,23,3-5-8-0,350,0.03556549131185855
DS8,complex random K5 policy23,303,23,3-5-8-1,316,0.03211055787013515
DS8,complex random K5 policy23,303,23,3-5-8-2,321,0.032618636317447415
DS8,complex random K5 policy23,303,23,3-5-8-6,328,0.033329946143684584
DS8,complex random K5 policy23,303,23,3-5-8-7,329,0.033431561833147036
DS8,complex random K7 policy23,303,23,3-5-0-1-2-6,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-0-1-2-7,35,0.003556549131185855
DS8,complex random K7 policy23,303,23,3-5-0-1-2-8,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-0-1-6-2,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-0-1-6-7,34,0.003454933441723402
DS8,complex random K7 policy23,303,23,3-5-0-1-6-8,36,0.003658164820648308
DS8,complex random K7 policy23,303,23,3-5-0-1-7-2,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-0-1-7-6,19,0.0019306980997866072
DS8,complex random K7 policy23,303,23,3-5-0-1-7-8,34,0.003454933441723402
DS8,complex random K7 policy23,303,23,3-5-0-1-8-2,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-0-1-8-6,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-0-1-8-7,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-0-2-1-6,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-0-2-1-7,40,0.00406462757849812
DS8,complex random K7 policy23,303,23,3-5-0-2-1-8,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-0-2-6-1,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-0-2-6-7,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-0-2-6-8,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-0-2-7-1,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-0-2-7-6,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-0-2-7-8,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-0-2-8-1,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-0-2-8-6,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-0-2-8-7,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-0-6-1-2,40,0.00406462757849812
DS8,complex random K7 policy23,303,23,3-5-0-6-1-7,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-0-6-1-8,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-0-6-2-1,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-0-6-2-7,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-0-6-2-8,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-0-6-7-1,38,0.0038613961995732143
DS8,complex random K7 policy23,303,23,3-5-0-6-7-2,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-0-6-7-8,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-0-6-8-1,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-0-6-8-2,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-0-6-8-7,40,0.00406462757849812
DS8,complex random K7 policy23,303,23,3-5-0-7-1-2,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-0-7-1-6,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-0-7-1-8,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-0-7-2-1,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-0-7-2-6,34,0.003454933441723402
DS8,complex random K7 policy23,303,23,3-5-0-7-2-8,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-0-7-6-1,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-0-7-6-2,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-0-7-6-8,35,0.003556549131185855
DS8,complex random K7 policy23,303,23,3-5-0-7-8-1,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-0-7-8-2,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-0-7-8-6,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-0-8-1-2,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-0-8-1-6,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-0-8-1-7,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-0-8-2-1,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-0-8-2-6,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-0-8-2-7,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-0-8-6-1,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-0-8-6-2,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-0-8-6-7,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-0-8-7-1,34,0.003454933441723402
DS8,complex random K7 policy23,303,23,3-5-0-8-7-2,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-0-8-7-6,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-1-0-2-6,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-1-0-2-7,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-1-0-2-8,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-1-0-6-2,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-1-0-6-7,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-1-0-6-8,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-1-0-7-2,20,0.00203231378924906
DS8,complex random K7 policy23,303,23,3-5-1-0-7-6,35,0.003556549131185855
DS8,complex random K7 policy23,303,23,3-5-1-0-7-8,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-1-0-8-2,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-1-0-8-6,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-1-0-8-7,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-1-2-0-6,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-1-2-0-7,35,0.003556549131185855
DS8,complex random K7 policy23,303,23,3-5-1-2-0-8,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-1-2-6-0,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-1-2-6-7,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-1-2-6-8,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-1-2-7-0,20,0.00203231378924906
DS8,complex random K7 policy23,303,23,3-5-1-2-7-6,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-1-2-7-8,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-1-2-8-0,20,0.00203231378924906
DS8,complex random K7 policy23,303,23,3-5-1-2-8-6,38,0.0038613961995732143
DS8,complex random K7 policy23,303,23,3-5-1-2-8-7,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-1-6-0-2,16,0.001625851031399248
DS8,complex random K7 policy23,303,23,3-5-1-6-0-7,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-1-6-0-8,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-1-6-2-0,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-1-6-2-7,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-1-6-2-8,35,0.003556549131185855
DS8,complex random K7 policy23,303,23,3-5-1-6-7-0,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-1-6-7-2,20,0.00203231378924906
DS8,complex random K7 policy23,303,23,3-5-1-6-7-8,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-1-6-8-0,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-1-6-8-2,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-1-6-8-7,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-1-7-0-2,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-1-7-0-6,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-1-7-0-8,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-1-7-2-0,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-1-7-2-6,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-1-7-2-8,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-1-7-6-0,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-1-7-6-2,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-1-7-6-8,34,0.003454933441723402
DS8,complex random K7 policy23,303,23,3-5-1-7-8-0,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-1-7-8-2,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-1-7-8-6,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-1-8-0-2,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-1-8-0-6,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-1-8-0-7,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-1-8-2-0,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-1-8-2-6,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-1-8-2-7,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-1-8-6-0,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-1-8-6-2,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-1-8-6-7,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-1-8-7-0,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-1-8-7-2,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-1-8-7-6,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-2-0-1-6,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-0-1-7,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-2-0-1-8,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-2-0-6-1,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-2-0-6-7,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-0-6-8,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-2-0-7-1,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-2-0-7-6,20,0.00203231378924906
DS8,complex random K7 policy23,303,23,3-5-2-0-7-8,38,0.0038613961995732143
DS8,complex random K7 policy23,303,23,3-5-2-0-8-1,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-0-8-6,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-0-8-7,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-2-1-0-6,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-1-0-7,19,0.0019306980997866072
DS8,complex random K7 policy23,303,23,3-5-2-1-0-8,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-1-6-0,39,0.003963011889035667
DS8,complex random K7 policy23,303,23,3-5-2-1-6-7,19,0.0019306980997866072
DS8,complex random K7 policy23,303,23,3-5-2-1-6-8,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-2-1-7-0,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-2-1-7-6,19,0.0019306980997866072
DS8,complex random K7 policy23,303,23,3-5-2-1-7-8,20,0.00203231378924906
DS8,complex random K7 policy23,303,23,3-5-2-1-8-0,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-2-1-8-6,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-2-1-8-7,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-2-6-0-1,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-2-6-0-7,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-2-6-0-8,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-6-1-0,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-2-6-1-7,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-2-6-1-8,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-2-6-7-0,20,0.00203231378924906
DS8,complex random K7 policy23,303,23,3-5-2-6-7-1,39,0.003963011889035667
DS8,complex random K7 policy23,303,23,3-5-2-6-7-8,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-2-6-8-0,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-2-6-8-1,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-2-6-8-7,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-2-7-0-1,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-2-7-0-6,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-2-7-0-8,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-2-7-1-0,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-2-7-1-6,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-2-7-1-8,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-7-6-0,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-2-7-6-1,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-2-7-6-8,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-2-7-8-0,19,0.0019306980997866072
DS8,complex random K7 policy23,303,23,3-5-2-7-8-1,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-2-7-8-6,34,0.003454933441723402
DS8,complex random K7 policy23,303,23,3-5-2-8-0-1,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-2-8-0-6,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-2-8-0-7,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-8-1-0,19,0.0019306980997866072
DS8,complex random K7 policy23,303,23,3-5-2-8-1-6,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-8-1-7,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-2-8-6-0,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-2-8-6-1,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-2-8-6-7,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-2-8-7-0,14,0.001422619652474342
DS8,complex random K7 policy23,303,23,3-5-2-8-7-1,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-2-8-7-6,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-6-0-1-2,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-6-0-1-7,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-6-0-1-8,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-6-0-2-1,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-6-0-2-7,34,0.003454933441723402
DS8,complex random K7 policy23,303,23,3-5-6-0-2-8,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-6-0-7-1,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-6-0-7-2,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-6-0-7-8,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-6-0-8-1,37,0.0037597805101107613
DS8,complex random K7 policy23,303,23,3-5-6-0-8-2,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-6-0-8-7,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-6-1-0-2,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-6-1-0-7,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-6-1-0-8,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-6-1-2-0,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-6-1-2-7,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-6-1-2-8,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-6-1-7-0,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-6-1-7-2,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-6-1-7-8,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-6-1-8-0,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-6-1-8-2,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-6-1-8-7,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-6-2-0-1,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-6-2-0-7,37,0.0037597805101107613
DS8,complex random K7 policy23,303,23,3-5-6-2-0-8,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-6-2-1-0,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-6-2-1-7,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-6-2-1-8,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-6-2-7-0,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-6-2-7-1,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-6-2-7-8,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-6-2-8-0,17,0.001727466720861701
DS8,complex random K7 policy23,303,23,3-5-6-2-8-1,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-6-2-8-7,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-6-7-0-1,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-6-7-0-2,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-6-7-0-8,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-6-7-1-0,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-6-7-1-2,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-6-7-1-8,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-6-7-2-0,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-6-7-2-1,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-6-7-2-8,35,0.003556549131185855
DS8,complex random K7 policy23,303,23,3-5-6-7-8-0,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-6-7-8-1,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-6-7-8-2,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-6-8-0-1,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-6-8-0-2,20,0.00203231378924906
DS8,complex random K7 policy23,303,23,3-5-6-8-0-7,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-6-8-1-0,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-6-8-1-2,18,0.001829082410324154
DS8,complex random K7 policy23,303,23,3-5-6-8-1-7,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-6-8-2-0,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-6-8-2-1,35,0.003556549131185855
DS8,complex random K7 policy23,303,23,3-5-6-8-2-7,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-6-8-7-0,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-6-8-7-1,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-6-8-7-2,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-7-0-1-2,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-7-0-1-6,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-7-0-1-8,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-7-0-2-1,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-7-0-2-6,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-7-0-2-8,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-7-0-6-1,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-7-0-6-2,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-7-0-6-8,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-7-0-8-1,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-7-0-8-2,35,0.003556549131185855
DS8,complex random K7 policy23,303,23,3-5-7-0-8-6,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-7-1-0-2,41,0.004166243267960573
DS8,complex random K7 policy23,303,23,3-5-7-1-0-6,37,0.0037597805101107613
DS8,complex random K7 policy23,303,23,3-5-7-1-0-8,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-7-1-2-0,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-7-1-2-6,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-7-1-2-8,17,0.001727466720861701
DS8,complex random K7 policy23,303,23,3-5-7-1-6-0,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-7-1-6-2,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-7-1-6-8,41,0.004166243267960573
DS8,complex random K7 policy23,303,23,3-5-7-1-8-0,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-7-1-8-2,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-7-1-8-6,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-7-2-0-1,31,0.003150086373336043
DS8,complex random K7 policy23,303,23,3-5-7-2-0-6,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-7-2-0-8,34,0.003454933441723402
DS8,complex random K7 policy23,303,23,3-5-7-2-1-0,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-7-2-1-6,27,0.002743623615486231
DS8,complex random K7 policy23,303,23,3-5-7-2-1-8,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-7-2-6-0,40,0.00406462757849812
DS8,complex random K7 policy23,303,23,3-5-7-2-6-1,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-7-2-6-8,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-7-2-8-0,21,0.0021339294787115133
DS8,complex random K7 policy23,303,23,3-5-7-2-8-1,32,0.003251702062798496
DS8,complex random K7 policy23,303,23,3-5-7-2-8-6,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-7-6-0-1,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-7-6-0-2,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-7-6-0-8,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-7-6-1-0,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-7-6-1-2,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-7-6-1-8,35,0.003556549131185855
DS8,complex random K7 policy23,303,23,3-5-7-6-2-0,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-7-6-2-1,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-7-6-2-8,20,0.00203231378924906
DS8,complex random K7 policy23,303,23,3-5-7-6-8-0,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-7-6-8-1,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-7-6-8-2,26,0.002642007926023778
DS8,complex random K7 policy23,303,23,3-5-7-8-0-1,22,0.002235545168173966
DS8,complex random K7 policy23,303,23,3-5-7-8-0-2,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-7-8-0-6,33,0.003353317752260949
DS8,complex random K7 policy23,303,23,3-5-7-8-1-0,23,0.002337160857636419
DS8,complex random K7 policy23,303,23,3-5-7-8-1-2,35,0.003556549131185855
DS8,complex random K7 policy23,303,23,3-5-7-8-1-6,28,0.002845239304948684
DS8,complex random K7 policy23,303,23,3-5-7-8-2-0,25,0.002540392236561325
DS8,complex random K7 policy23,303,23,3-5-7-8-2-1,30,0.00304847068387359
DS8,complex random K7 policy23,303,23,3-5-7-8-2-6,40,0.00406462757849812
DS8,complex random K7 policy23,303,23,3-5-7-8-6-0,29,0.0029468549944111373
DS8,complex random K7 policy23,303,23,3-5-7-8-6-1,19,0.0019306980997866072
DS8,complex random K7 policy23,303,23,3-5-7-8-6-2,24,0.002438776547098872
DS8,complex random K7 policy23,303,23,3-5-8-0-1-2,29,0.0029468549944111373
