window_mid_s,score_mean,score_max,prn_count,score_roll5_median,score_roll5_mean
119.5,2.4563946474656935,4.9248773786950135,10,2.463568689821518,2.5181230627686717
120.0,2.645247173678769,4.54395379194139,10,2.463568689821518,2.508782423538668
120.5,2.6667988319458584,4.967334016204598,10,2.463568689821518,2.5283568968094716
121.0,2.6207814795206144,4.441036010750936,10,2.6207814795206144,2.5705581644864908
121.5,2.4331246145210352,4.416944187769792,10,2.6207814795206144,2.564469349426394
122.0,2.464899895710146,4.515395015427111,10,2.6207814795206144,2.566170399075285
122.5,2.401904696281499,4.251086591593776,10,2.464899895710146,2.517501903595831
123.0,2.437298926299032,4.3417605927934595,10,2.437298926299032,2.471601922466465
123.5,2.4737680149820624,4.574568463328657,10,2.437298926299032,2.442199229558755
124.0,2.342789157450115,4.595752350736859,10,2.437298926299032,2.4241321381445706
124.5,2.3686307818991517,4.4746524496950935,10,2.401904696281499,2.404878315382372
125.0,2.487299522099751,4.484165148296573,10,2.437298926299032,2.4219572805460223
125.5,2.633383511329479,4.512224560083532,10,2.4737680149820624,2.461174197552112
126.0,2.5702729720362814,4.2273923820742825,10,2.487299522099751,2.4804751889629553
126.5,2.3802182256452062,4.041427738894501,10,2.487299522099751,2.4879610026019736
127.0,2.467252173836501,4.601097173286309,10,2.487299522099751,2.5076852809894437
127.5,2.4781197655806517,4.880308233280495,9,2.4781197655806517,2.505849329685624
