dataset,window_ms,feature,seed,roc_auc,low_fpr_standardized_pauc_0_05,pr_auc,eer,balanced_accuracy,threshold,positive_pairs,negative_pairs
OAKBAT.cleanStatic,100,B3_time,2026081908,0.4986224489795918,0.4934589220303506,0.5041476815230812,0.4928571428571429,0.5464285714285714,-0.11373486331041958,140,140
OAKBAT.cleanStatic,100,B3_time,2026081909,0.4943367346938775,0.4945054945054945,0.5042145818083967,0.49642857142857144,0.5392857142857143,-0.11373486331041958,140,140
OAKBAT.cleanStatic,100,B3_time,2026081910,0.5038775510204082,0.4913657770800628,0.5091483654780291,0.4928571428571429,0.55,-0.11373486331041958,140,140
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,2026081901,0.5112755102040816,0.5070643642072213,0.5380604662185738,0.48571428571428577,0.5178571428571429,-0.15922423501957989,140,140
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,2026081902,0.4920918367346939,0.5007849293563579,0.5202979574078583,0.48571428571428577,0.4928571428571429,-0.15922423501957989,140,140
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,2026081903,0.49637755102040815,0.5044479330193616,0.5330218497124319,0.475,0.5107142857142857,-0.15922423501957989,140,140
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,2026081904,0.5085714285714286,0.5091575091575091,0.5359237185454051,0.475,0.49642857142857144,-0.15922423501957989,140,140
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,2026081905,0.5034693877551021,0.4976452119309262,0.5220171290151506,0.47857142857142854,0.49642857142857144,-0.15922423501957989,140,140
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,2026081906,0.5083673469387755,0.5102040816326531,0.5388135062883501,0.48571428571428577,0.5142857142857142,-0.15922423501957989,140,140
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,2026081907,0.4970918367346938,0.5034013605442177,0.5274199867021521,0.47857142857142854,0.5071428571428571,-0.15922423501957989,140,140
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,2026081908,0.4887244897959183,0.49973835688121404,0.5180605308903707,0.49642857142857144,0.4928571428571429,-0.15922423501957989,140,140
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,2026081909,0.5251020408163265,0.5238095238095238,0.5610428915165687,0.46785714285714286,0.5178571428571429,-0.15922423501957989,140,140
OAKBAT.cleanStatic,100,B4_prompt_phase_variance,2026081910,0.49704081632653063,0.49921507064364207,0.5232223670310645,0.4892857142857143,0.5,-0.15922423501957989,140,140
OAKBAT.cleanStatic,100,B5_second_order,2026081901,0.4801020408163265,0.5054945054945055,0.5173585340230568,0.5178571428571428,0.4785714285714286,-46.66861383651509,140,140
OAKBAT.cleanStatic,100,B5_second_order,2026081902,0.4594897959183673,0.5028780743066458,0.5004652444812159,0.5357142857142857,0.4571428571428572,-46.66861383651509,140,140
OAKBAT.cleanStatic,100,B5_second_order,2026081903,0.48678571428571427,0.5081109366823653,0.5263624831508049,0.4928571428571429,0.5071428571428571,-46.66861383651509,140,140
OAKBAT.cleanStatic,100,B5_second_order,2026081904,0.47285714285714286,0.5023547880690737,0.4917683401372579,0.5178571428571428,0.48571428571428577,-46.66861383651509,140,140
OAKBAT.cleanStatic,100,B5_second_order,2026081905,0.47795918367346935,0.5081109366823653,0.5175147374430743,0.5142857142857142,0.4785714285714286,-46.66861383651509,140,140
OAKBAT.cleanStatic,100,B5_second_order,2026081906,0.4490816326530612,0.5091575091575091,0.5086763147769825,0.55,0.44642857142857145,-46.66861383651509,140,140
OAKBAT.cleanStatic,100,B5_second_order,2026081907,0.4775,0.5065410779696494,0.5144498102641091,0.5142857142857142,0.48571428571428577,-46.66861383651509,140,140
OAKBAT.cleanStatic,100,B5_second_order,2026081908,0.45280612244897955,0.5039246467817896,0.5050254907340164,0.5321428571428571,0.4642857142857143,-46.66861383651509,140,140
OAKBAT.cleanStatic,100,B5_second_order,2026081909,0.4797448979591836,0.5096807953950812,0.5289184775758631,0.5142857142857142,0.48571428571428577,-46.66861383651509,140,140
OAKBAT.cleanStatic,100,B5_second_order,2026081910,0.48566326530612247,0.5028780743066458,0.5105701104915528,0.5178571428571428,0.4785714285714286,-46.66861383651509,140,140
OAKBAT.cleanStatic,100,B6_code_only,2026081901,0.5,0.5,0.5,0.5,0.5,-0.0,140,140
