scenario,family,method,budget,roc_auc,pr_auc,normalized_low_fpr_pauc,events,alarms,detection_rate,first_alarm_delay_s,persistent_alarm_ratio,external_pre_events,external_pre_alarms,external_pre_fpr,clean_holdout_events,clean_holdout_alarms,clean_holdout_fpr,clean_holdout_fpr_ci95,claim_scope
ds3,ds3,random1_k3,3,0.9809027777777779,0.9953295524201681,0.9465811965811965,48,43,0.8958333333333334,5.128853304999993,0.8958333333333334,12,0,0.0,12,1,0.08333333333333333,"[0.0021075932318602286, 0.38479616515094406]",transition_and_established
ds3,ds3,random1_k5,5,0.9913194444444444,0.9980345911949687,0.9893162393162394,48,47,0.9791666666666666,2.0953528549999874,0.9791666666666666,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,random1_k9,9,0.9965277777777778,0.9991666666666668,0.9893162393162394,48,47,0.9791666666666666,2.0953528549999874,0.9791666666666666,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,random2_k3,3,0.9583333333333334,0.9901369346528507,0.9252136752136753,48,40,0.8333333333333334,15.101513675555566,0.8333333333333334,12,1,0.08333333333333333,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,random2_k5,5,0.9618055555555556,0.9912239305487203,0.9465811965811965,48,45,0.9375,2.0953528549999874,0.9375,12,1,0.08333333333333333,12,3,0.25,"[0.05486064452799274, 0.5718584618781891]",transition_and_established
ds3,ds3,random2_k9,9,0.9774305555555556,0.9947339376001975,0.9679487179487178,48,38,0.7916666666666666,18.1137358,0.7916666666666666,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,random3_k3,3,0.9930555555555556,0.9983974358974361,0.9893162393162394,48,47,0.9791666666666666,2.0953528549999874,0.9791666666666666,12,1,0.08333333333333333,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,random3_k5,5,0.9947916666666666,0.9987745098039218,0.9893162393162394,48,47,0.9791666666666666,2.0953528549999874,0.9791666666666666,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,random3_k9,9,0.9878472222222222,0.997348484848485,0.9893162393162394,48,46,0.9583333333333334,2.0953528549999874,0.9583333333333334,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,random4_k3,3,0.9704861111111112,0.9923811561910401,0.8931623931623931,48,37,0.7708333333333334,15.101513675555566,0.7708333333333334,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,random4_k5,5,0.9340277777777778,0.9829547334238342,0.829059829059829,48,36,0.75,35.108232165000004,0.75,12,0,0.0,12,1,0.08333333333333333,"[0.0021075932318602286, 0.38479616515094406]",transition_and_established
ds3,ds3,random4_k9,9,0.984375,0.9962880900968422,0.9572649572649572,48,44,0.9166666666666666,5.128853304999993,0.9166666666666666,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,random5_k3,3,0.9878472222222222,0.997348484848485,0.9893162393162394,48,47,0.9791666666666666,2.0953528549999874,0.9791666666666666,12,3,0.25,12,2,0.16666666666666666,"[0.02086252546009238, 0.48413774868596704]",transition_and_established
ds3,ds3,random5_k5,5,0.986111111111111,0.9969144570707072,0.9786324786324787,48,45,0.9375,2.0953528549999874,0.9375,12,3,0.25,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,random5_k9,9,0.9965277777777778,0.9991666666666668,0.9893162393162394,48,39,0.8125,5.128853304999993,0.8125,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,raw_power_only,0,0.0,0.6058350663147352,0.48717948717948717,48,0,0.0,,0.0,12,0,0.0,12,1,0.08333333333333333,"[0.0021075932318602286, 0.38479616515094406]",transition_and_established
ds3,ds3,shuffled_k3,3,0.9826388888888888,0.9964080459770117,0.9893162393162394,48,40,0.8333333333333334,12.13314004,0.8333333333333334,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,shuffled_k5,5,0.9583333333333333,0.9898745681758616,0.9145299145299146,48,37,0.7708333333333334,35.108232165000004,0.7708333333333334,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,shuffled_k9,9,0.9930555555555555,0.9982446411921231,0.9572649572649572,48,34,0.7083333333333334,2.0953528549999874,0.7083333333333334,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,uniform_k3,3,0.9027777777777779,0.9776983344658055,0.8717948717948718,48,43,0.8958333333333334,2.0953528549999874,0.8958333333333334,12,2,0.16666666666666666,12,5,0.4166666666666667,"[0.15165222980843013, 0.7233303143178942]",transition_and_established
ds3,ds3,uniform_k5,5,0.9392361111111112,0.9863172568761485,0.9145299145299146,48,38,0.7916666666666666,2.0953528549999874,0.7916666666666666,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds3,ds3,uniform_k9,9,0.798611111111111,0.9514755556290703,0.7970085470085471,48,34,0.7083333333333334,15.101513675555566,0.7083333333333334,12,0,0.0,12,2,0.16666666666666666,"[0.02086252546009238, 0.48413774868596704]",transition_and_established
ds4,ds4,ai_sparse_k3,3,0.984375,0.9882506127450981,0.9038461538461539,16,16,1.0,0.02820790800001305,1.0,12,5,0.4166666666666667,12,2,0.16666666666666666,"[0.02086252546009238, 0.48413774868596704]",transition_only
ds4,ds4,ai_sparse_k5,5,0.8177083333333334,0.8564933588298527,0.6474358974358974,16,5,0.3125,2.2153082840000025,0.3125,12,1,0.08333333333333333,12,1,0.08333333333333333,"[0.0021075932318602286, 0.38479616515094406]",transition_only
ds4,ds4,ai_sparse_k9,9,0.9010416666666666,0.9392677005012531,0.8397435897435898,16,8,0.5,0.1945079040000195,0.5,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_only
ds4,ds4,analytic_sparse_k3,3,0.9375,0.9636536994660565,0.9038461538461539,16,12,0.75,0.1945079040000195,0.75,12,1,0.08333333333333333,12,0,0.0,"[0.0, 0.26464846939705117]",transition_only
ds4,ds4,analytic_sparse_k5,5,0.9427083333333334,0.974537037037037,0.9679487179487178,16,12,0.75,1.2167081079999917,0.75,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_only
ds4,ds4,analytic_sparse_k9,9,0.7916666666666667,0.823470999244993,0.6153846153846154,16,1,0.0625,11.20320978800001,0.0625,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_only
ds4,ds4,dense_one_source_residual,187,0.96875,0.9829545454545454,0.9679487179487178,16,15,0.9375,0.1945079040000195,0.9375,12,0,0.0,12,1,0.08333333333333333,"[0.0021075932318602286, 0.38479616515094406]",transition_only
ds4,ds4,dense_two_source_glrt,187,0.9322916666666666,0.961516106442577,0.8717948717948718,16,6,0.375,1.2167081079999917,0.375,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_only
ds4,ds4,epl3,3,0.9583333333333334,0.9791666666666666,0.9679487179487178,16,3,0.1875,4.198608583999999,0.1875,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_only
